tours,best_length
2,10351
4,10351
6,10351
8,10351
10,10351
12,10351
14,10351
16,10351
18,10351
20,10351
22,10351
24,10185
26,10185
28,10185
30,10185
32,10185
34,9646
36,9646
38,9646
40,9646
42,9646
44,9646
46,9646
48,9646
50,9646
52,9646
54,9646
56,9646
58,9646
60,9646
62,9646
64,9646
66,9646
68,9646
70,9646
72,9646
74,9646
76,9646
78,9646
80,9646
82,9646
84,9646
86,9646
88,9646
90,9646
92,9646
94,8600
96,8600
98,8600
100,7732
102,7732
104,7732
106,7732
108,7732
110,7732
112,7732
114,7732
116,7732
118,7732
120,7732
122,7732
124,7732
126,7508
128,7508
130,7508
132,7508
134,7324
136,7324
138,7324
140,7324
142,7324
144,7324
146,7324
148,7324
150,7324
152,7324
154,7324
156,7324
158,7324
160,7324
162,7324
164,7324
166,7324
168,7324
170,7324
172,7324
174,7324
176,7324
178,7324
180,7324
182,7324
184,7324
186,7324
188,7324
190,7324
192,7324
194,7324
196,7324
198,7324
200,7324
202,7324
204,7324
206,7324
208,7324
210,7324
212,7324
214,7324
216,7324
218,7324
220,7324
222,7324
224,7324
226,7324
228,7324
230,7324
232,7324
234,7324
236,7324
238,7324
240,7324
242,7324
244,7324
246,7324
248,7324
250,7324
252,7324
254,7324
256,7324
258,7324
260,7324
262,7324
264,7324
266,7324
268,7324
270,7324
272,7324
274,7324
276,7324
278,7324
280,7324
282,7324
284,7324
286,7324
288,7324
290,7324
292,7324
294,7324
296,7324
298,7324
300,7324
302,7324
304,7324
306,7324
308,7324
310,7324
312,7324
314,7324
316,7324
318,7324
320,7324
322,7324
324,7324
326,7324
328,7324
330,7324
332,7324
334,7324
336,7324
338,7324
340,7324
342,7324
344,7324
346,7324
348,7324
350,7324
352,7324
354,7324
356,7324
358,7324
360,7324
362,7324
364,7324
366,7324
368,7324
370,7324
372,7324
374,7324
376,7324
378,7324
380,7324
382,7324
384,7324
386,7324
388,7324
390,7324
392,7324
394,7324
396,7324
398,7324
400,7324
402,7324
404,7324
406,7324
408,7324
410,7324
412,7324
414,7324
416,7324
418,7324
420,7324
422,7324
424,7324
426,7324
428,7324
430,7324
432,7324
434,7324
436,7324
438,7324
440,7324
442,7324
444,7324
446,7324
448,7324
450,7324
452,7324
454,7324
456,7324
458,7324
460,7324
462,7324
464,7324
466,7324
468,7324
470,7324
472,7324
474,7324
476,7324
478,7324
480,7324
482,7324
484,7324
486,7324
488,7324
490,7324
492,7324
494,7324
496,7324
498,7324
500,7324
