tours,best_length
5,289767
10,289638
15,283954
20,283954
25,283954
30,283954
35,283954
40,283844
45,283844
50,280801
55,280801
60,280801
65,278026
70,278026
75,278026
80,274350
85,274350
90,274350
95,274350
100,274350
105,274350
110,274350
115,274350
120,274350
125,274350
130,274350
135,274350
140,274350
145,274350
150,274350
155,274350
160,274350
165,274350
170,274350
175,274350
180,274350
185,274350
190,274350
195,274350
200,274350
205,274350
210,274350
215,274350
220,274350
225,274350
230,265741
235,265741
240,265741
245,265741
250,265741
255,264222
260,264222
265,264222
270,264222
275,259692
280,245375
285,245306
290,232426
295,217218
300,196802
305,193920
310,171840
315,150346
320,124725
325,123373
330,122534
335,105617
340,105208
345,90690
350,78542
355,78520
360,75968
365,70879
370,70879
375,60238
380,60238
385,60238
390,60238
395,58736
400,58736
405,58736
410,58736
415,58736
420,58736
425,58736
430,58736
435,58736
440,55446
445,55446
450,55446
455,55446
460,55446
465,55446
470,54075
475,54075
480,54075
485,54075
490,54075
495,54075
500,54075
