tours,best_length
5,11015
10,10451
15,10451
20,10451
25,10451
30,10451
35,10451
40,10451
45,10451
50,10451
55,10451
60,10451
65,10451
70,9957
75,9756
80,9756
85,8132
90,8132
95,8132
100,8132
105,8132
110,8132
115,8132
120,8048
125,8048
130,8048
135,8048
140,8048
145,8048
150,8048
155,7929
160,7929
165,7929
170,7929
175,7929
180,7459
185,7459
190,7459
195,7459
200,7459
205,7459
210,7459
215,7459
220,7459
225,7459
230,7459
235,7459
240,7459
245,7459
250,7459
255,7459
260,7459
265,7459
270,7459
275,7459
280,7459
285,7459
290,7459
295,7459
300,7459
305,7459
310,7459
315,7459
320,7459
325,7459
330,7459
335,7459
340,7459
345,7459
350,7459
355,7459
360,7459
365,7459
370,7459
375,7459
380,7459
385,7459
390,7459
395,7459
400,7384
405,7384
410,7384
415,7384
420,7384
425,7384
430,7384
435,7384
440,7384
445,7384
450,7384
455,7384
460,7384
465,7384
470,7384
475,7248
480,7248
485,7248
490,7248
495,7248
500,7248
